model_key,model_label,split,granularity,mae,rmse,mape,smape,bias,r2,configuration,mae_rank
univariate_mlp_target_lags,Univariate MLP Target Lags,test,1min,1.5080564484877794,1.8912860530246238,0.19382024946393214,0.19381208652934087,0.00802272473300178,0.9601208778962598,first_difference | smooth=none | lr=0.0001,1.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.11026271349064552,0.13888985936104856,0.014168717950185868,0.01416858692934185,0.00845561931173554,0.9997862499422948,second_difference | smooth=none | lr=0.001,5.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.110730144549025,0.13940230527093236,0.014228565046612213,0.014228513407071854,0.0037695417040970536,0.9997846614340531,first_difference | smooth=none | lr=0.01,6.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.1113922366421902,0.14029833030938285,0.014314840361653512,0.014314906865795602,-0.0023546264028588733,0.999781892716154,second_difference | smooth=none | lr=0.005,7.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.11295661857520153,0.14245024496996103,0.01451549132607226,0.014515696589923278,-0.009186313445703021,0.9997751506868793,second_difference | smooth=none | lr=0.01,8.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.17082172770652265,0.21289961162545532,0.021947396354547663,0.021947465685102013,-0.0023347666665887085,0.9994977364712154,first_difference | smooth=30s | lr=0.0001,9.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.17177985615052233,0.2164822001508133,0.022062668871341402,0.022061954439798494,0.025931724139305074,0.9994806717133785,level | smooth=none | lr=0.005,10.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.1736213248015005,0.2196964190731703,0.022305610484472632,0.02230673694903329,-0.039013263835773235,0.9994651357775428,level | smooth=none | lr=0.01,11.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.18456453222883884,0.23531025397781624,0.023673530157046586,0.023676211246228613,-0.08822344899566542,0.9993864085530025,level | smooth=none | lr=0.001,12.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.19712862284200153,0.24829147258156828,0.02533079582377935,0.02533213403983385,-0.04123152185542286,0.9993168419337595,level | smooth=none | lr=0.0001,13.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.20666792645481283,0.2564836133046029,0.026554023554568047,0.026554433357757326,-0.001350488804481022,0.999271044273784,first_difference | smooth=30s | lr=0.01,14.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.21080708553936864,0.26182896406189277,0.0270855774758267,0.027086588872021165,-0.02249441308425134,0.9992403434618514,first_difference | smooth=30s | lr=0.005,15.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.2195920766788977,0.2733346206496033,0.02821363827382578,0.028213566369216073,0.0028060904381470696,0.9991721127555928,first_difference | smooth=30s | lr=0.001,16.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.22866145197471835,0.28476651582394263,0.02938117000063304,0.029381020958507708,0.003162221021519694,0.9991014484296028,second_difference | smooth=30s | lr=0.0001,17.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.22949469364050648,0.28897757011152625,0.029498820287891532,0.02949963477355758,-0.021661271244217656,0.9990746077415958,level | smooth=30s | lr=0.0001,18.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.29058154766376193,0.3680380212177573,0.03722702353695855,0.03723649157882792,-0.2204390173425204,0.9984989921410633,level | smooth=30s | lr=0.005,19.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.295260116567011,0.3712709372099505,0.037941430108166176,0.03794653954885953,-0.06946698766382337,0.9984726200931792,second_difference | smooth=30s | lr=0.005,20.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.3014357637742554,0.4058216266420136,0.038733286965864096,0.038743389535315656,-0.14305920557302312,0.9981751148423089,second_difference | smooth=30s | lr=0.01,21.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.3124319092365966,0.3978326465828667,0.040012906269873555,0.040020962718378,-0.15641812866495447,0.9982461258387823,level | smooth=30s | lr=0.001,22.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.31803646158514215,0.39350323100753365,0.04086865096903612,0.040868562335523356,0.0032887432267521793,0.998284219334359,second_difference | smooth=30s | lr=0.001,23.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.3300577255995956,0.4205766140219591,0.042450490539776405,0.042461302425492536,-0.20399074342812099,0.9980398566541067,level | smooth=30s | lr=0.01,24.0
