Target_1,Output_1,Target_2,Output_2,Target_3,Output_3,Target_4,Output_4,Target_5,Output_5,Target_6,Output_6,Target_7,Output_7,Target_8,Output_8,Target_9,Output_9,Target_10,Output_10,Target_11,Output_11
239,155,456,439,715,688,974,965,974,1047,1233,1235,1492,1503,1709,1695,1968,2022,2100,2022,2100,2022
239,259,456,494,715,655,974,770,974,936,1233,1113,1492,1501,1709,1725,1968,1924,2100,2110,2100,2110
239,214,456,390,715,594,974,756,974,900,1233,1100,1492,1500,1709,1695,1968,1912,2100,2058,2100,2058
239,145,456,460,715,600,974,800,974,918,1233,1200,1492,1450,1709,1710,1968,1970,2100,2000,2100,2000
180,60,340,347,530,424,715,665,715,741,905,834,1095,1055,1260,1254,1450,1390,1600,1570,1600,1570
177,230,341,411,518,601,695,782,695,820,872,1020,1049,1180,1213,1400,1390,1500,1500,1500,1500,1500
177,1571,341,1633,518,1707,695,1773,695,1821,872,1953,1049,2097,1213,2200,1390,2306,1500,2340,1500,2340
177,137,341,221,518,319,695,424,695,456,872,841,1049,1105,1213,1225,1390,1383,1500,1455,1500,1455
149,100,284,252,445,351,606,541,606,574,767,720,928,840,1063,1018,1224,1179,1300,1281,1300,1281
137,122,261,273,409,451,557,545,557,594,705,740,853,858,977,985,1125,1024,1200,1047,1200,1047
137,126,261,237,409,330,557,504,557,540,705,651,853,813,977,907,1125,996,1200,1113,1200,1113
217,275,414,416,649,591,884,802,884,917,1119,1111,1354,1263,1551,1444,1786,1633,1900,1827,1900,1839
217,126,414,275,649,579,884,759,884,984,1119,1150,1354,1322,1551,1618,1786,1726,1900,1911,1900,1911
217,183,414,360,649,602,884,775,884,869,1119,1069,1354,1255,1551,1473,1786,1706,1900,1871,1900,1871
217,135,414,279,649,422,884,680,884,762,1119,920,1354,1168,1551,1330,1786,1512,1900,1762,1900,1813
80,89,153,142,240,220,327,271,327,293,414,372,501,453,574,526,661,587,700,678,700,705
80,54,153,106,240,150,327,195,327,217,414,273,501,331,574,379,661,586,700,553,700,582
177,42,337,86,518,155,699,223,699,245,880,286,1061,334,1241,379,1422,427,1600,1998,1600,2009
239,243,456,464,715,718,974,1000,974,1005,1233,1244,1492,1501,1709,1710,1968,1926,2100,1673,2100,1673
239,247,456,342,715,702,974,944,974,1014,1233,1204,1492,1494,1709,1647,1968,1820,2100,2102,2100,2107
167,101,317,319,498,420,679,520,679,653,860,753,1041,852,1191,945,1372,1195,1550,1414,1550,1502
177,2,337,335,518,556,699,744,699,836,880,1056,1061,1239,1241,1357,1422,1502,1600,342,1600,342
177,91,337,247,518,393,699,538,699,555,880,803,1061,915,1241,1167,1422,1348,1600,928,1600,928
177,53,337,298,518,469,699,676,699,695,880,802,1061,979,1241,1134,1422,1333,1600,3034,1600,3074
149,111,284,213,445,350,606,488,606,551,767,681,928,822,1063,971,1224,1103,1300,1081,1300,1125
149,52,284,161,445,300,606,424,606,508,767,605,928,849,1063,1021,1224,1071,1300,40,1300,40
149,117,284,285,445,407,606,550,606,580,767,658,928,827,1063,970,1224,1081,1300,1289,1300,1302
80,50,153,113,240,192,327,259,327,277,414,355,501,433,574,509,661,584,700,622,700,622
80,62,153,118,240,186,327,241,327,253,414,346,501,402,574,470,661,577,700,650,700,650
183,118,349,366,547,555,745,732,745,776,943,933,1141,1068,1307,1223,1505,1343,1600,1353,1600,1353
183,178,349,325,547,498,745,661,745,708,943,837,1141,1006,1307,1190,1505,1364,1600,1545,1600,1616
291,990,556,1078,871,1234,1186,1336,1186,1396,1501,1487,1816,1521,2081,1600,2396,1658,2550,1106,2550,1106
291,302,556,476,871,713,1186,1046,1186,1138,1501,1468,1816,1679,2081,1917,2396,2214,2550,2635,2550,2635
291,285,556,542,871,761,1186,1002,1186,1070,1501,1326,1816,1583,2081,1781,2396,2044,2550,2372,2550,2385
126,88,240,219,376,319,512,482,512,516,648,684,784,804,898,959,1034,1100,1100,1288,1100,1288
126,83,240,211,376,381,512,528,512,583,648,710,784,837,898,933,1034,1081,1100,1158,1100,1158
126,141,240,292,376,458,512,589,512,610,648,733,784,876,898,1016,1034,1134,1100,1227,1100,1227
103,129,196,229,307,348,418,468,418,492,529,616,640,748,733,860,844,973,900,687,900,687
103,105,196,214,307,340,418,472,418,519,529,634,640,759,733,880,844,999,900,1085,900,1100
103,134,196,243,307,368,418,485,418,512,529,589,640,706,733,772,844,814,900,701,900,701
126,65,240,204,376,331,512,422,512,443,648,470,784,561,898,638,1034,718,1100,774,1100,786
126,117,240,195,376,290,512,401,512,420,648,491,784,578,898,651,1034,741,1100,812,1100,831
92,87,175,170,274,261,373,340,373,395,472,479,571,579,654,676,753,759,800,850,800,850
92,71,175,148,274,248,373,336,373,376,472,429,571,536,654,612,753,713,800,804,800,813
92,53,175,114,274,167,373,282,373,327,472,407,571,483,654,556,753,655,800,734,800,737
251,2055,478,2280,749,2462,1020,2645,1020,2741,1291,3004,1562,3285,1789,3416,2060,3691,2200,3910,2200,3917
251,6184,478,6501,749,6795,1020,7124,1020,7231,1291,7526,1562,7838,1789,8137,2060,8481,2200,8693,2200,8694
251,337,478,659,749,1006,1020,1292,1020,1470,1291,1858,1562,2151,1789,2482,2060,2809,2200,3060,2200,3065
228,169,435,449,682,661,929,825,929,936,1176,1136,1423,1406,1630,1621,1877,1866,2000,1983,2000,1983
228,258,435,491,682,701,929,899,929,1021,1176,1244,1423,1460,1630,1675,1877,1901,2000,2226,2000,2226
188,188,358,414,561,655,764,825,764,884,967,1059,1170,1251,1340,1443,1543,1610,1650,1741,1650,1741
188,64,358,348,561,490,764,644,764,685,967,921,1170,998,1340,1068,1543,1457,1650,1624,1650,1624
188,111,358,325,561,486,764,654,764,695,967,841,1170,946,1340,1036,1543,1462,1650,1672,1650,1672
188,163,358,333,561,530,764,708,764,732,967,946,1170,1156,1340,1318,1543,1520,1650,1701,1650,1701
183,174,349,333,547,474,745,602,745,639,943,776,1141,930,1307,1049,1505,1101,1600,1101,1600,1101
183,92,349,307,547,490,745,541,745,593,943,787,1141,905,1307,1115,1505,1222,1600,1401,1600,1401
92,63,175,119,274,177,373,231,373,244,472,316,571,383,654,450,753,518,800,568,800,568
92,62,175,134,274,235,373,269,373,305,472,372,571,426,654,479,753,530,800,570,800,570
92,66,175,120,274,204,373,292,373,303,472,369,571,449,654,526,753,583,800,631,800,631
251,185,478,327,749,503,1020,653,1020,690,1291,858,1562,1022,1789,1173,2060,1302,2200,1401,2200,1401
251,202,478,402,749,587,1020,789,1020,823,1291,1047,1562,1249,1789,1430,2060,1569,2200,1694,2200,1699
251,130,478,278,749,432,1020,666,1020,684,1291,799,1562,1073,1789,1263,2060,1434,2200,1588,2200,1595
182,187,346,361,544,512,742,678,742,716,940,893,1138,1054,1302,1171,1500,1365,1700,1505,1700,1505
182,177,346,332,544,524,742,608,742,675,940,877,1138,1124,1302,1285,1500,1458,1700,1609,1700,1609
182,164,346,303,544,453,742,639,742,693,940,789,1138,905,1302,1046,1500,1201,1700,1349,1700,1354
182,147,346,237,544,349,742,444,742,640,940,760,1138,820,1302,915,1500,1218,1700,1287,1700,1290
126,126,240,186,376,269,512,390,512,442,648,581,784,662,898,757,1034,864,1100,1015,1100,1015
126,105,240,215,376,349,512,486,512,512,648,637,784,751,898,883,1034,1020,1100,1141,1100,1145
131,85,250,207,392,323,534,478,534,494,676,585,818,763,937,858,1079,992,1150,1091,1150,1091
131,120,250,248,392,387,534,487,534,525,676,668,818,780,937,928,1079,1036,1150,1150,1150,1150
131,101,250,220,392,356,534,451,534,500,676,601,818,703,937,801,1079,1001,1150,1116,1150,1116
188,122,358,382,561,633,764,974,764,1103,967,1288,1170,1465,1340,1669,1543,1860,1650,1995,1650,1995
188,186,358,309,561,657,764,913,764,1067,967,1270,1170,1533,1340,1735,1543,1935,1650,1935,1650,1935
188,267,358,613,561,990,764,1212,764,1269,967,1672,1170,2030,1340,2449,1543,2761,1650,3105,1650,3121
183,234,349,334,547,509,745,653,745,718,943,884,1141,1112,1307,1289,1505,1449,1600,1588,1600,1603
183,103,349,298,547,462,745,627,745,679,943,866,1141,1079,1307,1232,1505,1389,1600,1564,1600,1600
183,93,349,245,547,418,745,594,745,669,943,815,1141,997,1307,1174,1505,1338,1600,1480,1600,1484
183,65,349,184,547,314,745,537,745,594,943,725,1141,880,1307,1061,1505,1286,1600,1456,1600,1465
103,88,196,171,307,261,418,394,418,450,529,523,640,625,733,717,844,803,900,861,900,861
103,101,196,195,307,296,418,366,418,389,529,481,640,602,733,711,844,808,900,900,900,900
103,78,196,224,307,307,418,415,418,454,529,567,640,715,733,780,844,865,900,901,900,901
103,87,196,175,307,284,418,390,418,417,529,527,640,619,733,702,844,800,900,850,900,850
97,45,185,117,290,201,395,268,395,306,500,398,605,485,693,574,798,656,850,724,850,727
97,64,185,138,290,202,395,290,395,332,500,422,605,501,693,580,798,661,850,717,850,724
239,120,456,393,715,631,974,921,974,943,1233,1117,1492,1473,1709,1749,1968,1962,2100,1962,2100,1962
239,287,456,513,715,748,974,973,974,1070,1233,1329,1492,1609,1709,1858,1968,1982,2100,2137,2100,2137
188,203,358,431,561,658,764,845,764,879,967,998,1170,1290,1340,1467,1543,1565,1650,1681,1650,1681
188,118,358,192,561,251,764,714,764,736,967,835,1170,1050,1340,1292,1543,1457,1650,1537,1650,1537
188,123,358,207,561,314,764,717,764,738,967,826,1170,1046,1340,1367,1543,1478,1650,1650,1650,1650
92,67,175,163,274,230,373,380,373,404,472,478,571,545,654,630,753,720,800,809,800,809
92,61,175,133,274,171,373,384,373,454,472,564,571,618,654,788,753,838,800,935,800,936
92,73,175,148,274,226,373,361,373,369,472,472,571,559,654,647,753,727,800,811,800,811
137,11,261,210,409,299,557,385,557,561,705,587,853,732,977,890,1125,947,1200,972,1200,972
137,115,261,239,409,377,557,501,557,536,705,661,853,818,977,932,1125,1055,1200,1183,1200,1183
137,80,261,202,409,309,557,430,557,467,705,604,853,757,977,875,1125,979,1200,1129,1200,1144
70,1,133,67,209,116,285,230,285,271,361,340,437,401,500,434,576,510,650,560,650,560
70,66,133,125,209,208,285,266,285,290,361,350,437,401,500,456,576,538,650,607,650,607
70,6,133,137,209,196,285,265,285,278,361,355,437,428,500,494,576,565,650,627,650,627
228,158,478,295,725,429,972,515,972,562,1219,721,1466,891,1716,1058,1963,1212,2100,1331,2100,1396
228,282,435,482,682,682,929,890,929,964,1176,1208,1423,1444,1630,1640,1877,1874,2000,2010,2000,2161
228,270,435,466,682,689,929,893,929,1020,1176,1221,1423,1447,1630,1654,1877,1846,2000,2063,2000,2103
247,346,469,429,737,701,1005,956,1005,1007,1273,1274,1541,1524,1763,1767,2031,2035,2300,2200,2300,2200
247,255,469,540,737,745,1005,967,1005,1120,1273,1256,1541,1501,1763,1735,2031,1951,2300,2201,2300,2282
247,100,469,355,737,502,1005,705,1005,800,1273,1024,1541,1454,1763,1748,2031,1806,2300,1808,2300,1808
167,143,317,301,498,474,679,640,679,754,860,908,1041,1057,1191,1217,1372,1349,1550,1503,1550,1503
167,148,317,297,498,425,679,559,679,686,860,824,1041,1000,1191,1179,1372,1343,1550,1476,1550,1541
167,132,317,273,498,439,679,583,679,604,860,758,1041,901,1191,1064,1372,1259,1550,1401,1550,1434
183,140,349,341,547,558,745,650,745,766,943,867,1141,959,1307,1050,1505,1176,1600,1323,1600,1326
183,151,349,375,547,550,745,745,745,759,943,921,1141,1154,1307,1326,1505,1505,1600,1626,1600,1654
183,146,349,406,547,516,745,776,745,783,943,910,1141,1101,1307,1246,1505,1343,1600,1417,1600,1417
149,43,284,265,445,328,606,392,606,421,767,475,928,759,1063,825,1224,889,1300,938,1300,1268
149,115,284,230,445,346,606,477,606,528,767,630,928,781,1063,914,1224,1026,1300,1158,1300,1190
149,86,284,174,445,300,606,368,606,485,767,570,928,694,1063,817,1224,944,1300,944,1300,944
68,32,130,80,204,151,278,222,278,234,352,281,426,341,488,422,562,488,600,555,600,556
115,143,219,251,343,359,467,466,467,504,591,571,715,673,819,791,943,888,1000,964,1000,964
115,6,219,163,343,264,467,312,467,332,591,386,715,442,819,489,943,536,1000,584,1000,593
115,38,219,137,343,237,467,283,467,297,591,336,715,392,819,446,943,515,1000,577,1000,601
115,32,219,130,343,221,467,305,467,329,591,401,715,506,819,618,943,701,1000,787,1000,838
126,78,240,276,376,400,512,524,512,568,648,697,784,798,898,939,1034,1034,1100,1200,1100,1200
126,150,240,262,376,442,512,510,512,534,648,650,784,787,898,902,1034,1037,1100,1119,1100,1119
126,93,240,169,376,283,512,387,512,437,648,537,784,661,898,871,1034,970,1100,1100,1100,1100
149,95,284,213,445,328,606,429,606,487,767,588,928,699,1063,826,1224,938,1300,1040,1300,1087
149,122,284,217,445,348,606,487,606,516,767,649,928,751,1063,859,1224,979,1300,1103,1300,1123
149,149,284,260,445,348,606,461,606,494,767,603,928,701,1063,811,1224,908,1300,1025,1300,1049
91,118,173,262,272,335,371,470,371,481,470,579,569,712,651,869,750,914,850,959,850,959
91,120,173,210,272,308,371,409,371,431,470,516,569,610,651,696,750,781,850,851,850,851
91,104,173,186,272,255,371,352,371,394,470,482,569,583,651,685,750,748,850,839,850,861
91,78,173,150,272,238,371,299,371,406,470,458,569,541,651,642,750,698,850,804,850,810
92,62,175,183,274,258,373,345,373,376,472,422,571,484,654,575,753,710,800,785,800,785
92,88,175,194,274,296,373,384,373,414,472,540,571,592,654,708,753,800,800,847,800,847
92,235,175,286,274,367,373,441,373,456,472,512,571,576,654,636,753,688,800,724,800,724
149,96,284,283,445,456,606,561,606,669,767,1164,928,1357,1063,1430,1224,1533,1300,1640,1300,1690
149,137,284,296,445,485,606,623,606,677,767,816,928,956,1063,1065,1224,1188,1300,1307,1300,1334
228,218,435,385,682,671,929,883,929,886,1176,1178,1423,1291,1630,1626,1877,1829,2000,2012,2000,2012
177,180,337,411,528,595,719,764,719,791,910,972,1101,1191,1261,1422,1452,1601,1550,1746,1550,1755
115,92,219,249,343,363,467,456,467,485,591,592,715,693,819,754,943,874,1000,996,1000,996
115,98,219,182,343,279,467,341,467,346,591,397,715,490,819,570,943,661,1000,761,1000,787
239,170,456,458,715,745,974,968,974,1033,1233,1194,1492,1369,1709,1646,1968,1933,2100,2069,2100,2073
239,1890,456,1911,715,1952,974,2080,974,2129,1233,2267,1492,2374,1709,2456,1968,2560,2100,2691,2100,2745
115,72,219,202,343,280,467,460,467,479,591,545,715,693,819,782,943,899,1000,952,1000,952
115,94,219,176,343,319,467,400,467,421,591,598,715,697,819,794,943,917,1000,1011,1000,1011
160,92,305,325,478,500,651,652,651,693,824,808,997,1018,1142,1108,1315,1286,1400,1405,1400,1405
160,75,305,287,478,378,651,465,651,635,824,780,997,884,1142,996,1315,1265,1400,1384,1400,1403
239,194,456,494,715,654,974,944,974,962,1233,1254,1492,1602,1709,1676,1968,2001,2100,2001,2100,2001
239,1,456,460,715,712,974,931,974,936,1233,1239,1492,1513,1709,1763,1968,1958,2100,2022,2100,2022
239,201,456,505,715,751,974,999,974,1031,1233,1404,1492,1701,1709,1851,1968,2001,2100,2001,2100,2001
105,758,205,814,320,835,435,865,435,873,550,896,665,928,775,958,890,1013,1000,1060,1000,1071
51,19,97,36,152,48,207,54,207,63,262,88,317,92,363,105,418,139,450,183,450,183
51,50,97,85,152,121,207,164,207,178,262,239,317,268,363,322,418,378,450,436,450,447
70,90,143,184,230,206,317,324,317,405,404,511,491,548,564,552,651,572,700,631,700,631
70,18,143,27,230,59,317,70,317,84,404,104,491,140,564,194,651,248,700,322,700,327
115,51,219,127,343,323,467,443,467,469,591,562,715,700,819,809,943,835,1000,835,1000,835
115,246,219,351,343,487,467,591,467,640,591,757,715,840,819,928,943,936,1000,936,1000,936
80,66,153,155,240,241,327,337,327,352,414,500,501,545,574,605,661,669,700,740,700,740
149,83,284,193,445,353,606,453,606,489,767,790,928,913,1063,1060,1224,1176,1300,1265,1300,1265
149,12,284,249,445,450,606,572,606,677,767,783,928,994,1063,1180,1224,1305,1300,1416,1300,1416
217,159,414,427,649,684,884,806,884,876,1119,1085,1354,1307,1551,1515,1786,1729,1900,1794,1900,1794
217,193,414,479,649,663,884,921,884,974,1119,1103,1354,1314,1551,1539,1786,1745,1900,1859,1900,1860
217,222,414,397,649,628,884,829,884,947,1119,1150,1354,1305,1551,1556,1786,1731,1900,1740,1900,1740
217,175,414,383,649,632,884,866,884,872,1119,1067,1354,1283,1551,1500,1786,1709,1900,1715,1900,1715
160,58,305,346,478,467,651,544,651,740,824,780,997,938,1142,999,1315,1023,1400,1258,1400,1258
160,127,305,292,478,418,651,630,651,693,824,798,997,968,1142,1066,1315,1177,1400,1290,1400,1290
160,49,305,354,478,518,651,618,651,649,824,827,997,1015,1142,1085,1315,1179,1400,1294,1400,1325
177,198,337,277,528,600,719,700,719,752,910,980,1101,1150,1261,1296,1452,1352,1550,1352,1550,1352
177,183,337,335,528,521,719,657,719,768,910,963,1101,1061,1261,1248,1452,1325,1550,1438,1550,1447
239,277,456,555,715,825,974,913,974,966,1233,1077,1492,1450,1709,1574,1968,1693,2100,1797,2100,1828
97,45,185,155,290,289,395,346,395,349,500,392,605,573,693,671,798,890,850,956,850,956
97,31,185,175,290,291,395,367,395,387,500,454,605,527,693,552,798,576,850,596,850,596
97,76,185,173,290,257,395,359,395,369,500,475,605,598,693,669,798,790,850,872,850,872
137,110,261,278,409,416,557,571,557,657,705,726,853,899,977,1050,1125,1108,1200,1229,1200,1306
137,78,261,207,409,365,557,587,557,597,705,720,853,845,977,925,1125,1227,1200,1276,1200,1276
137,79,261,200,409,270,557,344,557,400,705,405,853,491,977,503,1125,747,1200,800,1200,800
63,29,120,32,188,118,256,154,256,171,324,198,392,244,449,263,517,309,550,11,550,13
46,31,88,63,138,100,188,127,188,146,238,180,288,220,330,253,380,286,400,313,400,313
46,32,88,58,138,87,188,105,188,117,238,140,288,201,330,242,380,270,400,286,400,290
251,247,478,401,749,608,1020,749,1020,801,1291,1015,1562,1187,1789,1369,2060,1485,2200,1591,2200,1591
251,71,478,124,749,194,1020,298,1020,347,1291,443,1562,531,1789,625,2060,658,2200,658,2200,658
251,107,478,193,749,340,1020,460,1020,499,1291,630,1562,704,1789,803,2060,931,2200,931,2200,931
251,191,478,286,749,371,1020,468,1020,509,1291,622,1562,724,1789,808,2060,891,2200,942,2200,942
228,243,435,478,682,668,929,898,929,995,1176,1191,1423,1464,1630,1677,1877,1899,2000,2006,2000,2006
228,230,435,440,682,681,929,907,929,983,1176,1202,1423,1415,1630,1622,1877,1842,2000,2051,2000,2051
228,250,435,400,682,700,929,900,929,1000,1176,1200,1423,1451,1630,1600,1877,1850,2000,2050,2000,2050
194,179,370,299,580,529,790,656,790,724,1000,871,1210,1126,1386,1280,1596,1422,1700,1571,1700,1571
194,166,370,395,580,618,790,730,790,747,1000,909,1210,1035,1386,1156,1596,1427,1700,1572,1700,1572
194,261,370,462,580,669,790,820,790,849,1000,1037,1210,1236,1386,1383,1596,1553,1700,1689,1700,1689
142,155,271,276,425,414,579,509,579,573,733,691,887,776,1016,885,1170,995,1250,1120,1250,1120
142,38,271,134,425,248,579,373,579,442,733,544,887,632,1016,722,1170,857,1250,1016,1250,1024
85,75,162,154,254,233,346,274,346,303,438,362,530,440,607,489,699,566,750,630,750,630
85,64,162,138,254,203,346,268,346,276,438,397,530,497,607,541,699,611,750,644,750,644
171,190,326,389,511,552,696,731,696,844,881,1001,1066,1150,1221,1302,1406,1471,1500,1630,1500,1630
171,248,326,358,511,515,696,664,696,744,881,875,1066,1077,1221,1278,1406,1500,1500,1691,1500,1701
171,234,326,406,511,577,696,810,696,858,881,1008,1066,1227,1221,1437,1406,1571,1500,1685,1500,1695
98,64,186,113,292,187,398,278,398,298,504,388,610,497,698,500,804,567,950,649,950,649
98,85,186,209,292,302,398,409,398,451,504,535,610,673,698,687,804,802,950,869,950,877
98,86,186,163,292,222,398,353,398,379,504,470,610,529,698,593,804,673,950,759,950,765
98,79,186,161,292,265,398,377,398,400,504,431,610,532,698,593,804,726,950,779,950,784
171,205,326,413,511,599,696,880,696,922,881,1129,1066,1375,1221,1570,1406,1814,1500,1894,1500,1894
171,238,326,399,511,597,696,755,696,789,881,982,1066,1100,1221,1279,1406,1470,1500,1499,1500,1499
171,130,326,268,511,453,696,655,696,713,881,859,1066,1063,1221,1275,1406,1455,1500,1662,1500,1662
137,42,261,75,409,98,557,160,557,162,705,509,853,560,977,596,1125,941,1200,967,1200,967
137,90,261,215,409,363,557,472,557,480,705,575,853,664,977,798,1125,941,1200,1067,1200,1068
137,41,261,76,409,252,557,304,557,318,705,361,853,558,977,586,1125,828,1200,828,1200,828
126,126,240,253,376,367,512,518,512,564,648,654,784,794,898,918,1034,1023,1100,1176,1100,1176
126,51,240,193,376,340,512,436,512,462,648,669,784,735,898,890,1034,946,1100,1094,1100,1099
126,87,240,194,376,324,512,458,512,510,648,646,784,800,898,873,1034,987,1100,1094,1100,1101
126,78,240,195,376,306,512,430,512,474,648,580,784,724,898,845,1034,974,1100,1050,1100,1059
74,50,141,130,221,198,301,239,301,276,381,347,461,398,528,474,608,553,650,623,650,623
74,20,141,43,221,70,301,113,301,121,381,147,461,184,528,227,608,263,650,277,650,277
342,300,653,603,1023,847,1393,1051,1393,1189,1763,1458,2133,1728,2444,1983,2814,2278,3000,2454,3000,2483
228,222,435,458,682,693,929,935,929,1020,1176,1265,1423,1490,1630,1660,1877,1949,2000,2050,2000,2050
228,227,435,409,682,635,929,858,929,1006,1176,1251,1423,1448,1630,1710,1877,1949,2000,2095,2000,2095
228,230,435,480,682,700,929,900,929,996,1176,1300,1423,1400,1630,1700,1877,1950,2000,2040,2000,2040
228,147,435,401,682,588,929,901,929,955,1176,1116,1423,1301,1630,1579,1877,1869,2000,2000,2000,2000
228,131,435,257,682,437,929,806,929,857,1176,1084,1423,1279,1630,1595,1877,1833,2000,1984,2000,1984
119,124,227,252,356,328,485,522,485,528,614,649,743,761,851,859,980,1000,1050,1052,1050,1052
119,164,227,247,356,297,485,458,485,528,614,591,743,798,851,948,980,962,1050,1059,1050,1059
171,121,326,213,511,329,696,467,696,498,881,617,1066,735,1221,873,1406,1022,1500,1146,1500,1146
171,275,326,380,511,516,696,733,696,779,881,929,1066,1056,1221,1249,1406,1389,1500,1544,1500,1544
171,121,326,364,511,503,696,683,696,749,881,904,1066,1026,1221,1139,1406,1283,1500,1425,1500,1445
171,275,326,363,511,482,696,679,696,744,881,895,1066,1019,1221,1168,1406,1299,1500,1445,1500,1483
160,147,305,284,478,445,651,570,651,621,824,870,997,997,1142,1146,1315,1386,1400,1560,1400,1560
160,114,305,281,478,429,651,553,651,587,824,910,997,1074,1142,1268,1315,1478,1400,1581,1400,1581
160,158,305,314,478,452,651,610,651,621,824,765,997,923,1142,1111,1315,1305,1400,1416,1400,1416
97,85,185,185,290,293,395,393,395,419,500,508,605,592,693,692,798,781,850,921,850,921
97,96,185,208,290,293,395,393,395,452,500,556,605,592,693,692,798,886,850,953,850,953
84,109,156,182,243,248,330,306,330,336,417,436,504,490,576,564,663,648,750,669,750,2296
84,58,156,161,243,232,330,309,330,336,417,395,504,505,576,570,663,664,750,716,750,2164
239,220,456,440,715,691,974,885,974,991,1233,1230,1492,1459,1709,1730,1968,1882,2100,2074,2100,2074
239,249,456,502,715,786,974,1022,974,1151,1233,1399,1492,1661,1709,1951,1968,2200,2100,2296,2100,2296
239,150,456,450,715,700,974,950,974,1100,1233,1218,1492,1580,1709,1820,1968,1942,2100,2161,2100,2161
239,278,456,521,715,798,974,948,974,1041,1233,1301,1492,1479,1709,1685,1968,1813,2100,1866,2100,1866
192,265,367,391,559,583,751,766,751,794,943,928,1135,1196,1310,1310,1502,1470,1600,1710,1600,1710
192,189,367,339,559,523,751,769,751,802,943,867,1135,1137,1310,1320,1502,1457,1600,1647,1600,1647
192,214,367,366,559,534,751,755,751,793,943,900,1135,1143,1310,1347,1502,1496,1600,1700,1600,1700
192,214,367,396,559,567,751,662,751,709,943,915,1135,1074,1310,1327,1502,1512,1600,1654,1600,1654
192,224,367,413,559,567,751,745,751,810,943,882,1135,1069,1310,1248,1502,1414,1600,1484,1600,1484
192,100,367,209,559,424,751,531,751,641,943,852,1135,961,1310,1071,1502,1285,1600,1404,1600,1404
192,91,367,198,559,374,751,501,751,535,943,720,1135,878,1310,1010,1502,1165,1600,1263,1600,1263
192,145,367,250,559,345,751,443,751,470,943,605,1135,779,1310,1100,1502,1289,1600,1381,1600,1381
126,971,240,1052,376,1094,512,1138,512,1147,648,1196,784,1261,898,1354,1034,1416,1100,1457,1100,1457
126,1056,240,1184,376,1329,512,1434,512,1451,648,1559,784,1690,898,1813,1034,1898,1100,1998,1100,1998
183,217,349,381,547,594,745,759,745,861,943,995,1141,1179,1307,1325,1505,1520,1600,1687,1600,1705
183,144,349,296,547,419,745,589,745,869,943,971,1141,1239,1307,1415,1505,1583,1600,1751,1600,1751
183,163,349,363,547,574,745,737,745,811,943,1010,1141,1227,1307,1418,1505,1578,1600,1705,1600,1705
183,160,349,319,547,485,745,757,745,837,943,972,1141,1162,1307,1336,1505,1512,1600,1674,1600,1682
228,158,435,301,682,319,929,586,929,623,1176,873,1423,1015,1630,1168,1877,1316,2000,1391,2000,1481
228,212,435,396,682,430,929,828,929,916,1176,1190,1423,1418,1630,1635,1877,1855,2000,1915,2000,2030
228,337,435,531,682,541,929,900,929,973,1176,1122,1423,1415,1630,1628,1877,1780,2000,1848,2000,1948
170,132,330,228,505,262,680,605,680,611,855,807,1030,953,1190,1109,1365,1281,1500,1347,1500,1502
103,69,196,163,307,171,418,330,418,356,529,466,640,545,733,643,844,735,900,764,900,868
103,88,196,168,307,177,418,350,418,366,529,436,640,481,733,612,844,706,900,721,900,795
103,81,196,171,307,184,418,397,418,424,529,467,640,601,733,720,844,842,900,880,900,935
239,276,456,423,715,443,974,751,974,776,1233,980,1492,1312,1709,1495,1968,1802,2100,1837,2100,1895
239,257,456,457,715,487,974,937,974,984,1233,1206,1492,1410,1709,1589,1968,1756,2100,1823,2100,1946
239,162,456,353,715,381,974,718,974,778,1233,970,1492,1157,1709,1323,1968,1586,2100,1638,2100,1902
239,158,456,343,715,364,974,746,974,784,1233,998,1492,1224,1709,1360,1968,1534,2100,1590,2100,1800
126,120,240,247,376,280,512,541,512,558,648,707,784,816,898,889,1034,1021,1100,1063,1100,1212
126,166,240,277,376,297,512,522,512,562,648,751,784,884,898,983,1034,1123,1100,1159,1100,1230
126,86,240,210,376,243,512,498,512,515,648,700,784,852,898,1000,1034,1152,1100,1201,1100,1332
126,57,240,130,376,147,512,423,512,453,648,573,784,669,898,789,1034,897,1100,935,1100,1003
74,55,141,120,221,186,301,266,301,279,381,312,461,378,528,464,608,533,650,590,650,590
74,36,141,93,221,206,301,272,301,298,381,358,461,423,528,493,608,563,650,598,650,156
74,74,141,127,221,201,301,271,301,281,381,331,461,392,528,469,608,526,650,587,650,590
149,138,284,265,445,437,606,599,606,673,767,805,928,966,1063,1099,1224,1252,1300,1408,1300,1432
149,125,284,265,445,409,606,560,606,619,767,797,928,940,1063,1098,1224,1273,1300,1421,1300,1423
170,169,330,411,505,551,680,668,680,752,855,811,1030,1051,1190,1216,1365,1379,1500,1567,1500,1633
170,146,330,319,505,460,680,607,680,638,855,738,1030,899,1190,972,1365,1239,1500,1335,1500,1530
170,208,330,325,505,540,680,620,680,698,855,873,1030,1011,1190,1207,1365,1309,1500,1516,1500,1563
68,66,130,126,204,196,278,242,278,262,352,315,426,387,488,445,562,518,600,570,600,594
68,59,130,137,204,188,278,250,278,273,352,331,426,393,488,447,562,513,600,563,600,563
68,48,130,114,204,176,278,237,278,254,352,315,426,379,488,442,562,511,600,590,600,595
