model_key,model_label,split,granularity,mae,rmse,mape,smape,bias,r2,configuration,mae_rank
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.2179507486125528,0.27397423082172745,0.028015412120878585,0.0280153146633137,0.002857041863572992,0.9991682036223701,level | smooth=30s | lr=0.0001,14.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.23178319203738001,0.2889140831191979,0.029781238731825706,0.029783109035043356,-0.03403877137486106,0.9990750477156918,first_difference | smooth=30s | lr=0.01,15.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.2335110833583735,0.29298726222991905,0.029997845017021702,0.029996133324219534,0.04616789818254698,0.9990487491206302,level | smooth=30s | lr=0.001,16.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.23472734005710486,0.2902641883115945,0.03015910088623254,0.030159401004204937,-0.0024051568966881763,0.9990663828512423,first_difference | smooth=30s | lr=0.005,17.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.24661934226507837,0.30676841487861073,0.0316860174693769,0.03168592575802664,0.0035732384527702465,0.9989571947961631,first_difference | smooth=30s | lr=0.001,18.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.2646380856576269,0.3282266937319694,0.03400491193879914,0.034004893703102224,0.0002010140811101847,0.998806251165714,second_difference | smooth=30s | lr=0.0001,19.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.2651977310002824,0.3366517148724181,0.03399821219760209,0.034002861053180566,-0.10370891110435751,0.9987440878723415,level | smooth=30s | lr=0.01,20.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.3364066564647423,0.4153854777804369,0.043230804874140945,0.04323443322739193,-0.03904926874693778,0.9980880885121666,second_difference | smooth=30s | lr=0.005,21.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.33771602248256277,0.47316799674926313,0.04310458600581797,0.04311978925819629,-0.23036871878528337,0.9975189911241061,level | smooth=30s | lr=0.005,22.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.34636141088384653,0.45501243707130407,0.04450707297633454,0.04451887243902259,-0.15327088706477068,0.9977059034090441,second_difference | smooth=30s | lr=0.01,23.0
univariate_mlp_target_lags,Univariate MLP Target Lags,test,raw,0.3504624077926164,0.43301829954376225,0.04503762433750555,0.04503661700750802,0.011182780311939746,0.9979223247574517,second_difference | smooth=30s | lr=0.001,24.0
